"Once you've had me, baby, you'll never go back; mostly because you'll starve to death while protecting your eggs. (Octopus)",,,,,,,
Polar Bear... I just wanted to break the ice.,,,,,,,
Pssh... I'm not the only one who smells like fish.,,,,,,,
So you chicks wanna see my six inch catfish or what?,,,,,,,
"Some scientists classify me as ""vulgaris"", but I'm really sweet once you get to know me. (Octopus)",,,,,,,
Something smells fishy about this place... Let's get outta here.,,,,,,,
Stroke my dolphin.,,,,,,,
That has got to be the sealiest thing I've ever heard.,,,,,,,
"The ""Angry Walrus"" is my favourite sexual trick.",,,,,,,
"There are a lot of fish in the sea, but you're the only one I'd like to catch and mount back home.",,,,,,,
"They call me, ""Portuguese Man-of-War,"" but I'm really just a jellyfish of love.",,,,,,,
They don't call me a sperm-whale for nothing.,,,,,,,
Tonight I can make you ink.,,,,,,,
Tonight I would be a hermit no more.,,,,,,,
Wanna create some adorable little hatchings of our own? (Turtle),,,,,,,
Wanna cuttle? (Cuttlefish),,,,,,,
Wanna have my tadpoles swim to your pond?,,,,,,,
Wanna help me clean my pump?,,,,,,,
Wanna hold my eel? He is a slippery fella.,,,,,,,
Wanna make a seafood palette? You bring your mussels back to my place and I'll show you my clam.,,,,,,,
Wanna snorkel with my dorkel?,,,,,,,
wanna try guppy style?,,,,,,,
"We don't typically mate for life, but for you I'd reconsider it. (Turtle)",,,,,,,
We should team up to help our species not go extinct. (Turtle),,,,,,,
Whale be mine?,,,,,,,
Whale Whale Whale. What do we have here?,,,,,,,
"What a beautiful specimen, so exotic…",,,,,,,
What do you say we go behind this rock and seal the deal?,,,,,,,
"What happens when you drop a whale on thin ice? her: what? you: it breaks the ice. hi, i'm (your name).",,,,,,,
"What if I say, I'm not like the otters.",,,,,,,
What kind of fish is funny? A clownfish.,,,,,,,
What's a gal like you in an ocean like this?,,,,,,,
Why don't we molt into something a little more comfortable? (Turtle),,,,,,,
Will you be mine? Mine? Mine? Mine? Mine?,,,,,,,
Would you like to go home and see my catfish?,,,,,,,
"You are so hot, you are turning all the shell fishes red.",,,,,,,
"You can call me Nemo, because I'm never afraid to touch the butt.",,,,,,,
You don't look a day over a hundred and thirty. (Turtle),,,,,,,
You had me at lobster.,,,,,,,
You know what else is slippery when wet? (Sea Lion),,,,,,,
You know what happen to be from the future and I sea you lion in my bed.,,,,,,,
You look shy. Let me help you come out of your shell—but not too far. (Turtle),,,,,,,
"You make me feel like a sea cucumber, because when I first saw you my stomach dropped out of my ass.",,,,,,,
"You must be Nemo, because I have been looking for you.",,,,,,,
"You must be on the seafood diet. When you see food, you eat it!",,,,,,,
You otter come over here cutie!,,,,,,,
You're like a prize winning fish... I dont know whether to eat you or mount you.,,,,,,,
You’re so cute I could turn myself inside out and digest you.,,,,,,,
"Your beak says no, but your hearts say yes, no, and maybe. (Octopus)",,,,,,,
Your coral lips were made to kiss.,,,,,,,
Your Thermador cracks my shell.,,,,,,,
"Girl, I'll make you so wet I won't even need to be in the ocean. But, can we go to the ocean?, 'cause, yeah, I need to be in the ocean.",,,,,,,
Hi. I'm Batman.,,,,,,,
"I may be Batman, but you're Robin my heart",,,,,,,
"I may be blind, but my braille skills tell me you've got some fine humps.",,,,,,,
I'm Bruce Wayne.,,,,,,,
"There's a reason they call me Bat man – if you know what I mean…okay, I'm talkin' about my penis.",,,,,,,
Wanna meet Alfred?,,,,,,,
We can do it in the bat-mobile.,,,,,,,
Do you wish to compute?,,,,,,,
I'm lonely; wanna probe?,,,,,,,
Maybe you should let my fist of fury invade your secret lair,,,,,,,
"You know what girl, I can hit all the right spots.",,,,,,,
If you're lady liberty. Can I be your Captain America?,,,,,,,
Sure I defeated Red Skull…twice today. Because that's what I call masturbation.,,,,,,,
"When I'm done with you, you'll be singing God Bless Captain America",,,,,,,
Come with me to the dark side. Unless you enjoy sex with the lights on.,,,,,,,
I call him Little Deadpool. He breaks down the fourth wall and your bed.,,,,,,,
"I can utilize 90% of my brain, but baby, you can do all the work.",,,,,,,
"Hey baby, want to see what the REAL Ultimate Nullifier looks like?",,,,,,,
Four sweatervests!,,,,,,,
I'm stretchy like my spandex onesie.,,,,,,,
Whadda you say we call The Thing And The Invisible Woman and have a Fantastic Foursome?,,,,,,,
"Don't worry, babe. I'm only quick on my feet.",,,,,,,
"Hi, I'm The Flash, AAAAAAND…we just had sex, 47 times.",,,,,,,
Can you leap over tall buildings in a single bound? Because you'll need that ability to be on top,,,,,,,
"Damn girl, do you think about your mother with those thoughts? Because now I have an idea…",,,,,,,
Do you know how good it feels without a cape?,,,,,,,
Do you wanna know how I got these scars? Oral.,,,,,,,
Have you ever been taken up against a wall? How about a wall 40 feet in the air?,,,,,,,
I am so into you that I would totally catch you before you hit the ground if you fell off of a building.,,,,,,,
"I would finger you, but I would disembowel you by accident so may be just fuck me",,,,,,,
I'll bet you're a Beast in the bedroom.,,,,,,,
"It's a bird, it's plane, it's me leaving your house the next morning!",,,,,,,
"Not everything's mutated, if you know what I'm sayin'",,,,,,,
"On your mark, get set, glow!",,,,,,,
"We've lived a thousand lives, and fallen in love every time. It's okay if you don't remember. Just trust me.",,,,,,,
"You know how when I touch you, I become sort of like you? Well, have you ever considered bottoming?",,,,,,,
"Look, it's a long story. But yes, the green arrow.",,,,,,,
"In brightest day, in darkest night, I'll rub you down and do you right.",,,,,,,
Just follow the light.,,,,,,,
"We will have a good time by the power of … Greyskull, yeah, that's it! Greyskull!",,,,,,,
I want to shoot my arrow into your Hawkeye.,,,,,,,
They call me He- Man because of me and my giant dick.,,,,,,,
I'm really into BDSM–you'll really like me when I get angry,,,,,,,
Imma Hulk SMASH that pussy!,,,,,,,
"Put me in the right mood, and I can be a beast in bed. Literally.",,,,,,,
What has 142 teeth and holds back the Incredible Hulk? My zipper.,,,,,,,
"Go easy on me, okay? I sometimes burst into flames.",,,,,,,
"I hope you don't mind heat, 'cause I've got a strong urge to get my flame on.",,,,,,,
"Was your daddy the Human Torch, ‘cuz you on FIRE, Girl.",,,,,,,
My metal suit isn't the only reason they call me Iron Man.,,,,,,,
"My name is Tony Stark, and yes, my tower is as impressive as they say it is.",,,,,,,
Will you be my… Iron Maiden?,,,,,,,
I wanna go all '50 Shades of Jean Grey' on your fine ass.,,,,,,,
"When I kissed you, I saw fireworks. Or Jubilee. Either way.",,,,,,,
Nothing stops the Juggernaut.....from getting inside that booty!,,,,,,,
"If you give me your phone number, I will allow you to retain your individuality when my Doomsday device enslaves all humanity.",,,,,,,
Hi. I'm Tom Hiddleston.,,,,,,,
"I am Loki from Asgard, and I am burdened with GLORIOUS purpose! NOW KNEEL!!! Yeah, right down there, Baby…that's right, you get down on your knees and take it aaaaaalllll…",,,,,,,
Hey girl. I can teach you a thing or two about attraction.,,,,,,,
Ever gotten a telepathic orgasm from a man in a wheelchair?,,,,,,,
Wanna advance human-mutant relationships?,,,,,,,
"Riddle Me This: 'If I asked you to be my girlfriend, would the answer to that question be the same as the answer to this one?'",,,,,,,
SHAZAM! Here's my penis.,,,,,,,
"This ring can make any thought I have into a construct, but babe, you're better than any thought.",,,,,,,
"People of Eternia! I stand before the Great Eye of the galaxy. Chosen by destiny to join with this beautiful woman standing before my empty eye-sockets! This inevitable moment will transpire before your eyes, even as He-Man himself bears witness to it. Now. I, Skeletor, will make this woman my eternal lover! YES! Yes... I feel it, the sexual tension... fills me. Yes, I feel the tension within me! KNEEL BEFORE YOUR MASTER!",,,,,,,
Ever used a sex swing made of spiderwebs?,,,,,,,
I take the 69 to a whole new level.,,,,,,,
"I'd spray my webs all over you, girl. All over.",,,,,,,
I've gotten a lot better at catching women who've been thrown off bridges.,,,,,,,
"You must be a bad girl, because my Spidey senses sure are tingling south.",,,,,,,
"You must be a fly, 'cause I want to wrap you up and take you to my web.",,,,,,,
"Oh, you can conjure a storm? Well you're conjuring a storm in my pants right now",,,,,,,
Be mine or die.,,,,,,,
Did it hurt when you got kicked out of heaven because your the evil angel for me?,,,,,,,
I am your world to rule my love.,,,,,,,
"I can conquer countries, worlds and galaxies. But you are my ultimate conquest.",,,,,,,
I will rule the world.,,,,,,,
We shall conquer our world together.,,,,,,,
"As it happens, the suit does come off.",,,,,,,
"As the last survivor of Krypton, I have a duty to make sure my race doesn't end with me.",,,,,,,
Did I hit you with my heat vision? Because you are on fire.,,,,,,,
Did it hurt–when I looked in your eyes and forgot I had laser vision and seared your corneas?,,,,,,,
"Do you have heat vision, too? Because you can melt my heart with just a look.",,,,,,,
Ever wanted to see Metropolis from the air?,,,,,,,
"Excuse me, I'm from another planet. Can you teach me about human anatomy?",,,,,,,
"Girl, I want you so bad that I'm a Man of Steel. Just look down my pants and you'll see.",,,,,,,
"Hey, baby, wanna come back to my fortress of solitude?",,,,,,,
"I can fly anywhere in the solar system, but only you can take me to heaven.",,,,,,,
"I can see anything within miles of here, but there's nothing I'd rather look at than you.",,,,,,,
I could be anywhere on the planet 30 seconds from now... wanna come along for the ride?,,,,,,,
"I think your clothes are made of Kryptonite, we've got to get rid of them immediately.",,,,,,,
"I've flown right up to the surface of the sun, but that doesn't compare to what I felt when I first looked at you.",,,,,,,
"It's a good thing I've got freeze breath, because you look dangerously hot.",,,,,,,
Let's go back to your place and I'll show you where I keep my wallet.,,,,,,,
My aura can make anything invulnerable as long as I keep it really close.,,,,,,,
"My weakness isn't Kryptonite, it's your ass",,,,,,,
"They call me the Man of Steel. Well, at least, parts of me are anyways.",,,,,,,
"They say I can do just about anything, but I wish I had the power to look that good!",,,,,,,
They say I'm faster than a speeding a bullet. Want to find out?,,,,,,,
Wanna go see the wonders of the world?,,,,,,,
Wanna see the real reason they call me the Man of Steel?,,,,,,,
"You know, I can hold my breath for 20 minutes...",,,,,,,
"You know, I once lifted a whole rocket into orbit. Wanna find out how high I can take you?",,,,,,,
"You know, if I hold someone really close, they become invulnerable. Wanna help me find out if I can transfer any other powers?",,,,,,,
You must be made of Kryptonite because being around you makes my knees weak.,,,,,,,
"You'll be surprised to find that I really have no weakness, especially in my ""crib tonight"".",,,,,,,
Ever hook up with a god? Didn't think so.,,,,,,,
I'm gonna do you so hard you'll be Thor the next day.,,,,,,,
Mjolnir isn't the only hammer I've got,,,,,,,
BACK OFF HARVEY! I SAW HER FIRST!!,,,,,,,
Wanna have a threesome?,,,,,,,
Want to see what I can do with my tongue?,,,,,,,
"Going to bed, eh? I suppose you wouldn't mind if I Slytherin..",,,,,,,
"My name is War Machine, but the only war I fight is my love for you",,,,,,,
I'm the best there is at whom I do.,,,,,,,
"Your Wonder Twins are activating that sweater, Baby.",,,,,,,
Do you even know what I can do with ben-wa balls and my magnetism powers?,,,,,,,
"Oh, you will kneel before Zodd…",,,,,,,
Are you an angel? Because I’m a dinosaur.,,,,,,,
Are you an archaeologist? Because I have a bone you can exam.,,,,,,,
Are you an excavation site? Because I dig you.,,,,,,,
Are you checking out my fangs or should I walk by again? (sabretooth tiger),,,,,,,
"Baby, I’m no Fred Flintstone, but I can make your Bedrock!",,,,,,,
"Boy you as yummy as yellowcake, i ought to date you like Uranium-Series",,,,,,,
C'mon Baby Light My Fire.,,,,,,,
Can I hiber-mate with you through Ice Age?,,,,,,,
Did I make you horny? (Triceratops),,,,,,,
Did you eat that tree without chewing or are you just happy to see me?,,,,,,,
Dimetro-damn!,,,,,,,
Do you want to read my body language?,,,,,,,
Don’t let my tiny arms fool you.,,,,,,,
Don’t like to beat around the bush? These are sure to do the trick:,,,,,,,
"Funny, you don't look Jurassic.",,,,,,,
"Girl, you must be a fossil sample and I must be an impatient paleontologist, because I want to date you badly.",,,,,,,
Have you ever been dinosaur kissed? Allow me to demonstrate.,,,,,,,
"Hello caveman, you are tall, dark and strong. Would you like to mate?",,,,,,,
"Hey baby, do you wanna know why they call me erectus?",,,,,,,
"Hey baby, how about you keep me at arm's length? (T-rex)",,,,,,,
"Hey Baby, I wanna see your bedrock!",,,,,,,
"Hey baby, I’m a diplodocus—want to see my diplocockus?",,,,,,,
Hey wanna come over for some bbq whole mammoth?,,,,,,,
"Hey, I’ve just discovered a bone in my pants, and I was wondering if you could date it.",,,,,,,
"Hey, wanna come over and examine my collection of Folsom points?",,,,,,,
How about we take this to dance floor and I'll show you the Intertubercular Groove?,,,,,,,
I always think BC stand for Before You Came Into My Life;,,,,,,,
I can't help but notice your beautiful hair. Mind if I club you and drag you home with me?,,,,,,,
"I couldn’t help but notice that you’re not a b-rachiosaurus, but a DD-rachiosaurus.",,,,,,,
I know how to plesiosaur a lady/man.,,,,,,,
"I know there extra letters, but only idiot expects a caveman to spell.",,,,,,,
I like your hotspot.,,,,,,,
I pray to the Great Spirit that not make him die.,,,,,,,
I'm going to cast a spell on you like Azande witch doctors,,,,,,,
I’d like to excavate your site.,,,,,,,
I’d wish you’d stegosaurus the night.,,,,,,,
I’m hornier than a styracosaurus.,,,,,,,
I’m hung like an Apatosaurus.,,,,,,,
"I’m not a megalodon, but I’ve got a mega-long-dong.",,,,,,,
is that a club under your felt or are you just happy to see me?,,,,,,,
Jurrassic-ing me back to your place? Okay!,,,,,,,
"Kiss me if I'm wrong, but dinosaurs still exist right?",,,,,,,
Let's go make a cave baby of our own.,,,,,,,
Let’s forget the carbon and move straight to the dating!,,,,,,,
Let’s have some tyrannosaurus sex.,,,,,,,
Let’s pretend you’re full of C14 so I can date you.,,,,,,,
Looking to overcompensate? Check these out:,,,,,,,
"Me Homo Erectus! Stop laughing, that not mean me gay!",,,,,,,
Me Makey Your Bed Go BOOM BOOM! U Go Home With Me!,,,,,,,
"Me Tarzan, you Jane.",,,,,,,
"Me teach you a new dance, the Bedrock and roll. It save Fred Flintstone's marriage after Barney did the Bamm-Bamm with Wilma in the gravel pit",,,,,,,
My love for you shines brighter than the meteor that’s heading right for us.,,,,,,,
"My, my you are a special find.",,,,,,,
"One ankylosaurus says to another, ""Hey, you wanna go clubbin’"".",,,,,,,
Rub my wool? (Mammoth),,,,,,,
"So, wanna get dirty?",,,,,,,
StegosaurME and StegosaurYou belong together do you get the message? (Stegosaurus),,,,,,,
That a new club in your loincloth or you happy to see me?,,,,,,,
"This bone may not date to the Jurassic Period, but it’s still rock hard.",,,,,,,
Ugg,,,,,,,
Wanna extract some minerals from my bone?,,,,,,,
Wanna see my woolly mammoth?,,,,,,,
Wanna share a trench?,,,,,,,
Wanna watch my dinosaur evolve?,,,,,,,
Wanna yabba dabba do it?,,,,,,,
Watch Out For That Thagomizer!,,,,,,,
We no have wheels yet? You make my head spin round.,,,,,,,
We should carbon date because our half-life would approach eternity.,,,,,,,
What a nice pair of platform mounds you got there!,,,,,,,
What's your favorite move? Mine is LICK.,,,,,,,
"When I'm around you, I am in ice age. I am hoping this will break the ice...",,,,,,,
Why did you have to end the Ice Age by being so hot?,,,,,,,
Why don’t we mosey-osaur over to my place?,,,,,,,
Why don’t you Triassic a little tenderness?,,,,,,,
"Why go for the b-rachiosaurus, when you could go for the D-rachiosaurus.",,,,,,,
Would you like to examine my bone?,,,,,,,
Would you like to see my totem ?,,,,,,,
You are dino-mite!,,,,,,,
You as hairy as a mammoth; and it really turning me on!,,,,,,,
You bring out the caveman in me.,,,,,,,
You can dig up my bone any day./It wouldn’t take much digging to get to my bone.,,,,,,,
You could melt an iceman's heart.,,,,,,,
You know what they say about a dinosaur with long neck... (Apatosaurus),,,,,,,
You know what they say about a man with a large crest.,,,,,,,
You know what they say about brachiosaurs: the neck’s not the only thing that’s disproportionately long.,,,,,,,
You light me on fire; Stop it! Fire bad!,,,,,,,
"You like clubbing? Really? Hey, look over there!",,,,,,,
You make me horny. (Triceratops),,,,,,,
You make my head spin round and round like a wheel.,,,,,,,
You make my heart fly like a Pterodactyl.,,,,,,,
"You must be the La Brea tar pits, cuz I want to get my bone stuck in that.",,,,,,,
"You put the ""ass"" in Jurassic!",,,,,,,
"You should come home with me, because I’ll make you dino-sore.",,,,,,,
You smell good. Want some a these fresh crunchy green grasshoppers i just caught?,,,,,,,
You're like my Sacrum. Without you I would probably fall apart.,,,,,,,
You’re at the triceratops of my food chain.,,,,,,,
You’re the tricera-tops,,,,,,,
Your beauty is more striking than the preservation of Ötzi the Iceman!,,,,,,,
Your cave or mine?,,,,,,,
"A good captain goes down with his ship, wanna go down with me?",,,,,,,
All hands on deck!,,,,,,,
Anchor's away.,,,,,,,
"Approach your target and place your arm on their nearest shoulder: If you were a pirate, would you place your parrot on THIS shoulder or...(put your arm around them and touch the other shoulder) THIS shoulder?",,,,,,,
"Arg baby, Arg.",,,,,,,
"Arharrr, care to sink my battleship deary?",,,,,,,
Arrrrrrrrrrrrr you free this Saturday?,,,,,,,
"Avast, me pretty! Strike your panties and prepare to be boarded. ",,,,,,,
"Avast, me proud beauty! Wanna know why my Roger is so Jolly?",,,,,,,
"Aye, I guarantee ye, I've had a twenty percent decrease in me ""lice ratio!"" (Female Pirate)",,,,,,,
"Baby, my ship was sunk till I saw you.",,,,,,,
"Baby, you unfurl my sails.",,,,,,,
"Bring on the storm, I like it rough.",,,,,,,
"Brwaack! Polly want a cracker? … Oh, wait. That's for Talk Like a PARROT Day.",,,,,,,
"C'mon, lad, shiver me timbers! (Female Pirate)",,,,,,,
Can I wear your patch ?,,,,,,,
Come dock in my port.,,,,,,,
Come on up and see me urchins.,,,,,,,
"Come show me how ye bury yer treasure, lad! (Female Pirate)",,,,,,,
Do ya' mind if the parrot watches? ,,,,,,,
Do you have the latest copy of Windows XP with cracked product activation? (software pirates only) ,,,,,,,
Haaaarrrr! Best me plug that blowhole!,,,,,,,
Harrrrr! Let me create the 8th sea in yerr undies!,,,,,,,
Have ya ever met a man with a real yardarm?,,,,,,,
"Hey, sexy -- how about a Jolly Rogering? ",,,,,,,
How'd you like to scrape the barnacles off of me rudder?,,,,,,,
I got a bad case of scurvy…and your grapefruits are the only cure,,,,,,,
"I got me a bad case of scurvy, and your grapefruits are the only cure!",,,,,,,
"I hope you like to matey, because I'm about to swab your deck.",,,,,,,
I like me some pirate booty.,,,,,,,
"I must be huntin' treasure, 'cause I'm diggin' yer chest!",,,,,,,
I sure would like to pillage yer booty.,,,,,,,
I'd love to drop anchor in your lagoon.,,,,,,,
I'd love to drop anchor in your lagoon.,,,,,,,
I'd swab your deck any day.,,,,,,,
I'll be the captain if you be my first mate.,,,,,,,
I'll beat your armada any day.,,,,,,,
I'll bet you can't find my buried treasure. ,,,,,,,
I'll give you a British pound and two gold coins.,,,,,,,
I'll let you in on a big secret... that's no peg leg!,,,,,,,
I'll pillage your ship!,,,,,,,
I've crushed seventeen men's skulls between me thighs! (Female Pirate),,,,,,,
"I've sailed the seven seas, and you're the sleekest schooner I've ever sighted.",,,,,,,
Imma cut to the chase…you wanna hook-up?,,,,,,,
"Is that a belayin' pin in yer britches, or are ye... (Female Pirate)",,,,,,,
Is that a cutlass in your pants or aarrrrrrrrrrrr you just happy to see me treasure chest?,,,,,,,
Is that an 'X' on the seat of your pants? Because it appears that there's wond'rous booty buried underneath!,,,,,,,
"It may take a while to get to England in a row boat, but good things take time.",,,,,,,
It would make me Jolly if we could Roger.,,,,,,,
Just because one eye is patched doesn't mean I don't see how beautiful you are.,,,,,,,
Let me stick me cannon in your porthole.,,,,,,,
Let's get together and haul some keel.,,,,,,,
"Let's have a treasure hunt, cause X marks the spot.",,,,,,,
Let's walk the plank to an out of this world experience.,,,,,,,
Let's weigh anchor.,,,,,,,
Me skull and crossbones arn't the only thing I plan on raisin' tonight. ,,,,,,,
"Nice poop deck on ya, lassie. Care fer a swabbin'? ",,,,,,,
"Not only do I have a ship, but it's a long one.",,,,,,,
One look at you and a shiver went up me timber,,,,,,,
"Pardon me, but would ya mind if I fired me cannon through your porthole?",,,,,,,
Polly wants a crack-whore.,,,,,,,
RAMMING SPEED! (Female Pirate),,,,,,,
"See this hook? Variable speed with five alternate attachments, Baby. ",,,,,,,
"So you're the new cabin boy, eh? ",,,,,,,
"So, tell me, why do they call ye, """"Cap'n Feathersword?"""" (Female Pirate)",,,,,,,
"Strike yer panties and prepare to be boarded, lassie!",,,,,,,
Swabbing the decks IS a euphemism. (The author's would like to thank Hetalia: Axis Powers for the preceding line.),,,,,,,
"That's not an echo, my parrot thinks you're sexy too.",,,,,,,
"That's quite a cutlass ye got thar, what ye need is a good scabbard! (Female Pirate)",,,,,,,
That's some treasure chest you've got there.,,,,,,,
That's the finest pirate booty I've ever laid eyes on.,,,,,,,
They don't call me Long John because my head is so big.,,,,,,,
Wanna come back to my home port and see my dock?,,,,,,,
Wanna see my Davie Jones?,,,,,,,
Wanna shiver me timbers?,,,,,,,
Wanna take a ride in my crows nest?,,,,,,,
Want to see my 9mm?,,,,,,,
Well blow me down?,,,,,,,
"Well call me a landlubber, 'cause I'm about to plunder your Treasure Island.",,,,,,,
What are YOU doing here? (Female Pirate),,,,,,,
WOW! I bet we could fit SIXteen men on that chest! ,,,,,,,
Ya certainly put the shiver in me timber!,,,,,,,
"Ya know, darlin', I'm 97 percent chum free.",,,,,,,
Yer guilty of being a hot wench. I sentence you to walking my plank!,,,,,,,
"Yes, that is a hornpipe in my pocket and I am happy to see you.",,,,,,,
Yo ho ho! How bout a bottle Of rum? Drink up cause we're about to get swashbuckled!,,,,,,,
Yo ho! Bottle of rum? Drink up cause we're about to get swashbuckled!,,,,,,,
"Yo, ho ho! How 'bouts a bottle of rum?",,,,,,,
"Yo, ho! Bottle of rum? ",,,,,,,
You blow my cannons.,,,,,,,
"You can lock my in your brig, baby.",,,,,,,
You can sail my seven seas. ,,,,,,,
You don't have to pay to get on board my ship.,,,,,,,
"You must be from Pearl Harbor, because baby, you're the bomb.",,,,,,,
You raise my Jolly Roger.,,,,,,,
You want to adjust my rigging?,,,,,,,
You. Pants Off. Now! (Female Pirate),,,,,,,
You're drinking a Salty Dog? How'd you like to try the real thing?,,,,,,,
You're guilty of being a hot wench…i sentence you to walking my plank,,,,,,,
You're just the tasty wench I've been keeping me eye out for! ,,,,,,,
Are you as good as your sister?,,,,,,,
Are your parents retarded? Because you sure are special.,,,,,,,
Baby you are finer than a new set of truck tires.,,,,,,,
"Baby, you are prettier than a beer truck pulling into my driveway.",,,,,,,
Can I borrow your t-shirt? I gotta go wipe the oil off my dip stick.,,,,,,,
Can I bum a chew?,,,,,,,
Can I make you a drink? My still is in the back of my camper- Or as I call it- my sheep shack.,,,,,,,
"Country boys don't need pick-up lines, because they've got pick-up trucks.",,,,,,,
Did you fart? Because you blew me away.,,,,,,,
"Get in the truck, bitch!",,,,,,,
Girl you must be my cousin because I wanna do you.,,,,,,,
"Girl, if you were a chicken you'd be impeccable.",,,,,,,
God wants us to be together. That is why he gave us the same parents!,,,,,,,
"Hey babe, do you know that my mouth can generate over 3000 rpm?",,,,,,,
"Hey babe, nice legs. What time do they open?",,,,,,,
"Hey baby, nice tooth.",,,,,,,
"Hey baby, wanna go back to my place? Mamma said you had to be home by 10 anyway.",,,,,,,
"Hey there, do you know I am named confederate Civil War general?",,,,,,,
Hey you looking for a stud in your life? Because I got the STD all I need is U,,,,,,,
"Hey you remember that BBQ, when I slapped my meat on you grill.",,,,,,,
"Hi there darling. Wow, I bet you were really hot when you were about my age!",,,,,,,
"I bet your father was a good farmer, because you're one fine hoe",,,,,,,
"I can't find my puppy, can you help me find him? I think he went into this cheap motel room.",,,,,,,
I got a six pack of beer and the new Hank Jr. CD.,,,,,,,
I just sharted my pants. Can I get into yours?,,,,,,,
I like my girls like my koolaid sweet and go down easy..,,,,,,,
"I may not be the best looking here, but I'm the only one talking to you.",,,,,,,
"I may not have as many teeth as Fred Flintstone, but wanna watch me make my bedrock?",,,,,,,
"I might be missing teeth, but that just leaves more room for your tongue.",,,,,,,
I've been wanting to go out with you ever since I read that stuff on the bathroom wall.,,,,,,,
"If I could rearrange the alphabet, I'd sure shootin' put U and me together.",,,,,,,
If I had a garden I'd put your two lips and my two lips together.,,,,,,,
"If I were a tractor and you were a plow, I would definitely hook up with you.",,,,,,,
"If yer gonna regret this in the mornin, we kin sleep til afternoon.",,,,,,,
If you think this buckle is big wait till you see what's behind it.,,,,,,,
"If you were a tree and I was a squirrel, I'd store my nuts in you.",,,,,,,
Is there a mirror in yer pants? Because I can see myself in them.,,,,,,,
"Let play taxidermy, I'll mount your rack and stuff your beaver.",,,,,,,
"Let's go fishing, I'll be the rod, you be the fish and later on we'll hook up!",,,,,,,
Like my belt buckle? (Why?) It would look better on your forehead!,,,,,,,
My friend said you were great in bed.,,,,,,,
My love for you is like diarrhea... I can't hold it in.,,,,,,,
Nice tooth!,,,,,,,
"Oh, you live in the country......... I'd like to check you for ticks!",,,,,,,
Pull my finger.,,,,,,,
"Rednecks don't need pickup lines, because they got pick up trucks",,,,,,,
Roses are red. Spend the night with me and I'll teach you all kinds of cool scientific stuff like that!,,,,,,,
"Tell me honey ham, did it hurt when the devil spit you up and you landed here?",,,,,,,
"Wanna come over to my trailer, drink some beer and see my new velvet Elvis painting?",,,,,,,
"Well, aren't you hotter than a mama cougar in heat running from my hunting dogs in August?",,,,,,,
"Well, tie me to a pig and roll me in the mud! You are mighty purdy for a heavy girl.",,,,,,,
You are like a large mouth bass...I don't know if I should mount you or eat you.,,,,,,,
"You are not the best looking girl here, but beauty is only a light switch away.",,,,,,,
You are prettier than a beer truck pulling up in the driveway.,,,,,,,
You can't handle the tooth!,,,,,,,
"You go curves like a racetrack, and tonight, I'm gonna be your Ricky Bobby.",,,,,,,
You might not be the best lookin girl here but beauty's only a light switch away.,,,,,,,
"Your Ass Looks Nice, does it need servicing because I got a wrench and some screws just for you.",,,,,,,
Your eyes are as blue as window cleaner.,,,,,,,
"Your face reminds me of a wrench, every time I think of it, my nuts tighten up.",,,,,,,
Your hair is just about as purdy as that squirrel's I skinned this morning. And it smells just as good!,,,,,,,
"Are my undies showing? [""No.""] ""Would you like them to?""",,,,,,,
Are you a burger because you can be the meat between my buns,,,,,,,
"Are you a candle, because I wanna blow you",,,,,,,
Are you a dictionary? (Why?) Because you just gave me the definition of Gorgeous.,,,,,,,
Are you a parking ticket? Because you got fine written all over you.,,,,,,,
Are you a plumber (or name any well paid job)? Because that is a solid career choice with a decent wage and I crave stability.,,,,,,,
Are you a rainstorm? Because I'm soaked.,,,,,,,
Are you a smoke detector? Because you're really loud and annoying.,,,,,,,
Are you a squirrel? Because I can see your nuts,,,,,,,
"Are you a taxidermist? OK, wanna try stuffing my pussy anyway?",,,,,,,
Are you a trampoline because I wanna bounce on you?,,,,,,,
Are you David Beckham? Because I'd bend for you.,,,,,,,
Are you Richard? Because I've been looking for a Dick all day,,,,,,,
Are you the delivery man? Because I believe you have a package for me,,,,,,,
Aren’t you the guy who gets fan mail from Ron Jeremy?,,,,,,,
"Baby you be the tree, and I'll wrap around you like a koala bear",,,,,,,
Boy if you were a vegetable you'd be a cutecumber,,,,,,,
Boy is your name homework because I'm not doing you and I should be.,,,,,,,
"Boy, are you the tiger from the Frosted Flakes box? Because you’re looking ""Grrrrreat!""",,,,,,,
Can I get you a drink?,,,,,,,
Cougar just may be on the hunt for you.,,,,,,,
Could you help me stick something down my throat so I can test my gag reflex,,,,,,,
Could you please step away from the bar ? You're melting all the ice,,,,,,,
"Did you just ring my doorbell? Well, you can come inside if you want",,,,,,,
Did you know women typically reach their sexual prime in their 30s and 40s? And you are ripened!,,,,,,,
Didn’t you used to be known as John Holmes?,,,,,,,
Do these feel real to you?,,,,,,,
Do you do carpeting? Because I'm looking for a deep shag,,,,,,,
"Do you eat tacos? (yes, why?) Because my Taco Bell is open",,,,,,,
Do you have a napkin? You're making me wet,,,,,,,
Do you know what'd look good on you? Me.,,,,,,,
Do you shoplift? How would you like to five finger dis-cunt?,,,,,,,
Do you sleep on your stomach? Him: NO... You: Can I?,,,,,,,
Do you still work or are you retired?,,,,,,,
"Don't let this get to your head, but do you want some?",,,,,,,
"Excuse me, would you be a gentleman and push in my stool?",,,,,,,
